#time,accel_x,accel_y,accel_z
4044.311715,-2068.457845,814.226536,9696.697840
4044.312030,-1991.848295,222.061783,9252.574275
4044.312345,-1762.019645,592.164754,9622.677246
4044.312660,-1685.410096,444.123565,9178.553681
4044.312976,-1762.019645,370.102971,9474.636058
4044.313291,-1455.581446,592.164754,9696.697840
4044.313606,-1455.581446,518.144159,9252.574275
4044.313921,-995.924147,-0.000000,9474.636058
4044.314236,-766.095498,-74.020594,9178.553681
4044.314551,-306.438199,-0.000000,8956.491898
4044.314866,0.000000,-0.000000,9030.512492
4044.315181,76.609550,370.102971,8438.347739
4044.315496,76.609550,222.061783,8882.471304
4044.315811,76.609550,-0.000000,8808.450710
4044.316126,536.266849,-0.000000,9030.512492
4044.316441,383.047749,-444.123565,8882.471304
4044.316756,459.657299,-444.123565,9400.615463
4044.317072,459.657299,-222.061783,9326.594869
4044.317387,153.219100,-518.144159,9400.615463
4044.317702,229.828649,-740.205942,9252.574275
4044.318017,536.266849,-740.205942,8882.471304
4044.318332,1072.533697,-444.123565,9104.533087
4044.318647,689.485948,-370.102971,9474.636058
4044.318962,459.657299,-74.020594,9326.594869
4044.319277,919.314598,-296.082377,9474.636058
4044.319592,612.876398,-296.082377,9400.615463
4044.319907,689.485948,-222.061783,9104.533087
4044.320222,689.485948,-296.082377,9474.636058
4044.320537,459.657299,-222.061783,9548.656652
4044.320852,306.438199,-370.102971,9918.759623
4044.321168,0.000000,-0.000000,9770.718434
4044.321483,76.609550,-74.020594,9548.656652
4044.321798,383.047749,-370.102971,9696.697840
4044.322113,306.438199,-148.041188,9918.759623
4044.322428,0.000000,-444.123565,9622.677246
4044.322743,0.000000,-370.102971,9992.780217
4044.323058,76.609550,-0.000000,9770.718434
4044.323373,153.219100,148.041188,9474.636058
4044.323688,153.219100,296.082377,9326.594869
4044.324003,0.000000,592.164754,9622.677246
4044.324318,-306.438199,592.164754,9252.574275
4044.324633,-689.485948,444.123565,9622.677246
4044.324948,-689.485948,518.144159,9548.656652
4044.325263,-383.047749,-0.000000,9474.636058
4044.325579,-689.485948,444.123565,9918.759623
4044.325894,-383.047749,814.226536,9622.677246
4044.326209,-229.828649,666.185348,9474.636058
4044.326524,-459.657299,962.267725,9400.615463
4044.326839,-229.828649,1406.391290,9400.615463
4044.327154,-383.047749,1184.329507,9104.533087
4044.327469,0.000000,888.247130,9474.636058
4044.327784,-229.828649,962.267725,9622.677246
4044.328099,-536.266849,1036.288319,9770.718434
4044.328414,-229.828649,666.185348,9326.594869
4044.328729,0.000000,888.247130,9696.697840
4044.329044,306.438199,1036.288319,9474.636058
4044.329359,536.266849,888.247130,9770.718434
4044.329675,995.924147,888.247130,9548.656652
