#time,accel_x,accel_y,accel_z
4139.393136,306.438199,-0.000000,9474.636058
4139.393452,0.000000,222.061783,9548.656652
4139.393767,153.219100,-370.102971,9548.656652
4139.394082,229.828649,-0.000000,9400.615463
4139.394397,76.609550,222.061783,9474.636058
4139.394713,229.828649,-0.000000,9918.759623
4139.395028,153.219100,296.082377,9696.697840
4139.395343,0.000000,370.102971,9992.780217
4139.395659,0.000000,148.041188,9696.697840
4139.395974,153.219100,444.123565,9622.677246
4139.396289,0.000000,148.041188,9622.677246
4139.396605,153.219100,-0.000000,9844.739029
4139.396920,306.438199,148.041188,9622.677246
4139.397235,76.609550,-0.000000,9474.636058
4139.397550,153.219100,-0.000000,9548.656652
4139.397866,0.000000,222.061783,9474.636058
4139.398181,-229.828649,-148.041188,9918.759623
4139.398496,612.876398,-0.000000,9696.697840
4139.398812,0.000000,-74.020594,9844.739029
4139.399127,229.828649,-0.000000,9992.780217
4139.399442,-229.828649,-0.000000,9474.636058
4139.399757,0.000000,-0.000000,9178.553681
4139.400073,0.000000,-0.000000,9252.574275
4139.400388,76.609550,-0.000000,9622.677246
4139.400703,459.657299,74.020594,9326.594869
4139.401019,229.828649,-0.000000,9622.677246
4139.401334,459.657299,-0.000000,9474.636058
4139.401649,0.000000,-296.082377,9474.636058
4139.401965,76.609550,148.041188,9178.553681
4139.402280,306.438199,222.061783,9474.636058
4139.402595,76.609550,-0.000000,9770.718434
4139.402910,153.219100,-0.000000,9474.636058
4139.403226,0.000000,-0.000000,9474.636058
4139.403541,76.609550,296.082377,9474.636058
4139.403856,229.828649,222.061783,9474.636058
4139.404172,76.609550,-0.000000,9548.656652
4139.404487,0.000000,-0.000000,9844.739029
4139.404802,306.438199,296.082377,9622.677246
4139.405118,306.438199,222.061783,9474.636058
4139.405433,383.047749,296.082377,9770.718434
4139.405748,153.219100,296.082377,9844.739029
4139.406063,0.000000,-0.000000,9844.739029
4139.406379,0.000000,222.061783,9770.718434
4139.406694,306.438199,148.041188,9696.697840
4139.407009,0.000000,-0.000000,9400.615463
4139.407325,0.000000,148.041188,10066.800811
4139.407640,0.000000,-296.082377,9548.656652
4139.407955,153.219100,-0.000000,9918.759623
4139.408271,459.657299,370.102971,9474.636058
4139.408586,0.000000,444.123565,9696.697840
4139.408901,-153.219100,-0.000000,9622.677246
4139.409216,0.000000,-74.020594,9474.636058
4139.409532,76.609550,-0.000000,9622.677246
4139.409847,153.219100,-0.000000,9548.656652
4139.410162,76.609550,296.082377,9548.656652
4139.410478,0.000000,148.041188,9622.677246
4139.410793,153.219100,-0.000000,9400.615463
4139.411108,306.438199,-0.000000,9548.656652
4139.411423,0.000000,-74.020594,9326.594869
4139.411739,0.000000,222.061783,9548.656652
4139.412054,153.219100,-0.000000,9622.677246
4139.412369,0.000000,222.061783,9326.594869
4139.412685,306.438199,370.102971,9400.615463
4139.413000,306.438199,-0.000000,9474.636058
4139.413315,229.828649,-74.020594,9622.677246
4139.413631,0.000000,-0.000000,9918.759623
4139.413946,229.828649,-0.000000,9696.697840
4139.414261,306.438199,-0.000000,9622.677246
4139.414576,536.266849,296.082377,9622.677246
4139.414892,229.828649,-0.000000,9696.697840
4139.415207,153.219100,296.082377,9992.780217
4139.415522,153.219100,-0.000000,9474.636058
4139.415838,76.609550,370.102971,9474.636058
4139.416153,229.828649,222.061783,9696.697840
4139.416468,76.609550,296.082377,9992.780217
4139.416784,0.000000,-0.000000,9696.697840
4139.417099,459.657299,518.144159,9548.656652
4139.417414,306.438199,296.082377,9622.677246
4139.417729,0.000000,296.082377,9474.636058
4139.418045,76.609550,148.041188,9844.739029
4139.418360,-766.095498,-0.000000,9474.636058
4139.418675,0.000000,222.061783,9474.636058
4139.418991,0.000000,296.082377,9696.697840
4139.419306,0.000000,-0.000000,9918.759623
4139.419621,153.219100,148.041188,9992.780217
4139.419936,153.219100,-0.000000,9548.656652
4139.420252,-153.219100,-0.000000,9548.656652
4139.420567,153.219100,-0.000000,9400.615463
4139.420882,0.000000,222.061783,9548.656652
4139.421198,0.000000,148.041188,9474.636058
4139.421513,-153.219100,518.144159,9178.553681
4139.421828,-229.828649,518.144159,9252.574275
4139.422144,-306.438199,222.061783,9474.636058
4139.422459,-842.705048,518.144159,9548.656652
4139.422774,-612.876398,-0.000000,9696.697840
4139.423089,-689.485948,222.061783,9474.636058
4139.423405,-459.657299,740.205942,9400.615463
4139.423720,0.000000,592.164754,9474.636058
4139.424035,-229.828649,444.123565,9548.656652
4139.424351,-689.485948,740.205942,9474.636058
4139.424666,-612.876398,1036.288319,9178.553681
4139.424981,-383.047749,1110.308913,9104.533087
4139.425297,-536.266849,1406.391290,9104.533087
4139.425612,-612.876398,1036.288319,8956.491898
4139.425927,-1608.800546,1258.350101,9030.512492
4139.426242,-2145.067394,1110.308913,9030.512492
4139.426558,-2298.286494,1258.350101,9326.594869
4139.426873,-2298.286494,1110.308913,9548.656652
4139.427188,-2757.943793,1110.308913,9918.759623
4139.427504,-2604.724693,1480.411884,9844.739029
4139.427819,-3064.381992,1554.432478,9474.636058
4139.428134,-2911.162892,1998.556043,9770.718434
4139.428450,-2681.334243,2220.617826,9696.697840
4139.428765,-2834.553343,2442.679609,10066.800811
4139.429080,-2911.162892,2738.761985,9326.594869
4139.429395,-2451.505594,2812.782580,9178.553681
4139.429711,-2221.676944,3034.844362,9400.615463
4139.430026,-2604.724693,2960.823768,9696.697840
4139.430341,-2451.505594,2368.659014,9622.677246
4139.430657,-2528.115143,2368.659014,9992.780217
4139.430972,-2374.896044,2442.679609,10140.821405
4139.431287,-2374.896044,2220.617826,9992.780217
4139.431602,-1991.848295,2220.617826,10584.944971
4139.431918,-1915.238745,2368.659014,10436.903782
4139.432233,-1302.362347,2368.659014,9474.636058
4139.432548,-995.924147,3256.906145,8882.471304
4139.432864,-919.314598,3404.947333,8364.327145
4139.433179,-766.095498,3923.091493,8586.388927
4139.433494,-919.314598,3923.091493,8734.430116
4139.433810,-1455.581446,3775.050304,8956.491898
4139.434125,-1762.019645,3256.906145,9400.615463
4139.434440,-2374.896044,2812.782580,9918.759623
4139.434755,-2757.943793,2072.576638,10658.965565
4139.435071,-2834.553343,2368.659014,11103.089130
4139.435386,-2681.334243,2590.720797,11399.171507
4139.435701,-2374.896044,2960.823768,10955.047942
4139.436017,-2221.676944,3330.926739,10288.862594
4139.436332,-1838.629195,4515.256246,9696.697840
4139.436647,-1455.581446,4885.359217,8586.388927
4139.436963,-1532.190996,4811.338623,8660.409521
4139.437278,-1455.581446,4589.276840,8734.430116
4139.437593,-2145.067394,3923.091493,8660.409521
4139.437908,-1838.629195,3182.885551,9622.677246
4139.438224,-2374.896044,2664.741391,10510.924376
4139.438539,-2451.505594,1998.556043,11103.089130
4139.438854,-2757.943793,1628.453072,11547.212695
4139.439170,-2221.676944,1850.514855,11103.089130
4139.439485,-2068.457845,1998.556043,11251.130318
4139.439800,-995.924147,2442.679609,10140.821405
4139.440115,0.000000,2664.741391,9252.574275
4139.440431,459.657299,3256.906145,8882.471304
4139.440746,536.266849,3256.906145,8216.285956
4139.441061,383.047749,3552.988522,7994.224174
4139.441377,-306.438199,3701.029710,7772.162391
4139.441692,-1149.143247,3182.885551,8068.244768
4139.442007,-1991.848295,2516.700203,8290.306550
4139.442323,-2604.724693,1554.432478,9030.512492
4139.442638,-3677.258390,814.226536,10584.944971
4139.442953,-4673.182538,296.082377,11399.171507
4139.443268,-4596.572988,-0.000000,10732.986159
4139.443584,-4826.401637,-0.000000,10732.986159
4139.443899,-4213.525239,148.041188,11029.068536
4139.444214,-3217.601092,888.247130,11177.109724
4139.444530,-2145.067394,1628.453072,10510.924376
4139.444845,-536.266849,2368.659014,9918.759623
4139.445160,459.657299,3182.885551,8586.388927
4139.445476,766.095498,3775.050304,8512.368333
4139.445791,1072.533697,3701.029710,8142.265362
4139.446106,0.000000,2960.823768,7920.203579
4139.446421,-689.485948,2664.741391,7772.162391
4139.446737,-1608.800546,1628.453072,7994.224174
4139.447052,-2757.943793,-0.000000,8438.347739
4139.447367,-4060.306139,-148.041188,8956.491898
4139.447683,-5362.668486,-740.205942,9918.759623
4139.447998,-5592.497135,-1406.391290,11695.253884
4139.448313,-5439.278036,-1628.453072,10732.986159
4139.448628,-4366.744339,-1036.288319,11917.315666
4139.448944,-3294.210641,-296.082377,11547.212695
4139.449259,-1762.019645,-148.041188,11695.253884
4139.449574,459.657299,1702.473667,10436.903782
4139.449890,1762.019645,3330.926739,9252.574275
4139.450205,2298.286494,5329.482782,7550.100608
4139.450520,2374.896044,6069.688724,6143.709319
4139.450836,1991.848295,6217.729913,4959.379811
4139.451151,689.485948,5181.441594,5551.544565
4139.451466,-1991.848295,3701.029710,6587.832884
4139.451781,-4443.353888,1332.370696,9030.512492
4139.452097,-6435.202183,-1998.556043,12509.480420
4139.452412,-7354.516781,-3849.070898,12805.562797
4139.452727,-8044.002729,-4737.318029,13841.851115
4139.453043,-6894.859482,-4145.153275,15470.304188
4139.453358,-4903.011187,-2442.679609,14063.912898
4139.453673,-2298.286494,1184.329507,10955.047942
4139.453989,459.657299,4219.173869,7624.121203
4139.454304,2298.286494,7624.121203,5033.400406
4139.454619,3217.601092,9622.677246,4515.256246
4139.454934,2681.334243,10510.924376,3775.050304
4139.455250,995.924147,8438.347739,5181.441594
4139.455565,0.000000,5699.585753,8290.306550
4139.455880,-1762.019645,2294.638420,11399.171507
4139.456196,-3753.867940,-1702.473667,13915.871710
4139.456511,-5592.497135,-3478.967927,15914.427753
4139.456826,-5209.449386,-3478.967927,15840.407159
4139.457142,-4519.963438,-2886.803174,13249.686362
4139.457457,-3140.991542,-148.041188,11029.068536
4139.457772,-1838.629195,2738.761985,9992.780217
4139.458087,-229.828649,5773.606348,6143.709319
4139.458403,612.876398,7179.997637,4219.173869
4139.458718,1608.800546,8364.327145,3997.112087
4139.459033,459.657299,7179.997637,5847.626942
4139.459349,-383.047749,4737.318029,8660.409521
4139.459664,-1149.143247,2368.659014,10066.800811
4139.459979,-1225.752797,666.185348,11917.315666
4139.460294,-1378.971896,-0.000000,13249.686362
4139.460610,-1915.238745,-0.000000,13323.706956
4139.460925,-1838.629195,-0.000000,13471.748144
4139.461240,-2068.457845,1110.308913,11843.295072
4139.461556,-1838.629195,2442.679609,10362.883188
4139.461871,-1225.752797,3330.926739,8512.368333
4139.462186,-1302.362347,2886.803174,7550.100608
4139.462502,-1072.533697,2812.782580,7402.059420
4139.462817,0.000000,2886.803174,7105.977043
4139.463132,0.000000,2812.782580,7624.121203
4139.463447,-459.657299,2590.720797,8956.491898
4139.463763,-1072.533697,962.267725,10955.047942
4139.464078,-383.047749,148.041188,12953.603985
4139.464393,-459.657299,-444.123565,13101.645173
4139.464709,-459.657299,-1184.329507,12657.521608
4139.465024,0.000000,-1036.288319,11177.109724
4139.465339,536.266849,-74.020594,9548.656652
4139.465655,1302.362347,1924.535449,8142.265362
4139.465970,153.219100,3478.967927,6883.915261
4139.466285,536.266849,3923.091493,6291.750507
4139.466600,153.219100,3701.029710,7179.997637
4139.466916,-1225.752797,1924.535449,8216.285956
4139.467231,-2451.505594,-666.185348,10066.800811
4139.467546,-2451.505594,-2886.803174,11917.315666
4139.467862,-1762.019645,-3775.050304,12435.459826
4139.468177,-919.314598,-3701.029710,12731.542202
4139.468492,0.000000,-2886.803174,12435.459826
4139.468807,612.876398,-1036.288319,11103.089130
4139.469123,1685.410096,962.267725,9844.739029
4139.469441,1991.848295,2664.741391,7920.203579
4139.469757,2145.067394,3034.844362,6809.894666
4139.470072,2298.286494,2664.741391,6291.750507
4139.470387,1378.971896,1036.288319,6291.750507
4139.470703,1149.143247,-0.000000,6809.894666
4139.471018,0.000000,-1184.329507,8882.471304
4139.471333,-1225.752797,-1850.514855,10288.862594
4139.471648,-2145.067394,-3034.844362,11547.212695
4139.471964,-2374.896044,-4071.132681,11843.295072
4139.472279,-1991.848295,-4145.153275,12065.356855
4139.472594,-995.924147,-4293.194464,11769.274478
4139.472910,0.000000,-2442.679609,10658.965565
4139.473225,-306.438199,-1036.288319,9400.615463
4139.473540,153.219100,1332.370696,7624.121203
4139.473855,1149.143247,3034.844362,6587.832884
4139.474171,612.876398,3478.967927,6291.750507
4139.474486,306.438199,1406.391290,7105.977043
4139.474801,842.705048,-74.020594,8216.285956
4139.475117,612.876398,-1332.370696,9252.574275
4139.475432,-459.657299,-2368.659014,10807.006753
4139.475747,-1532.190996,-2442.679609,12287.418637
4139.476062,-1915.238745,-2738.761985,12213.398043
4139.476378,-1072.533697,-2812.782580,12509.480420
4139.476693,-766.095498,-2368.659014,11103.089130
4139.477008,0.000000,-1406.391290,9030.512492
4139.477324,383.047749,-666.185348,7994.224174
4139.477639,2068.457845,1036.288319,7179.997637
4139.477954,306.438199,1776.494261,6291.750507
4139.478269,919.314598,1998.556043,6661.853478
4139.478585,766.095498,1924.535449,7920.203579
4139.478900,306.438199,148.041188,9252.574275
4139.479215,919.314598,-1554.432478,10362.883188
4139.479531,766.095498,-2072.576638,10881.027347
4139.479846,919.314598,-2516.700203,11547.212695
4139.480161,306.438199,-1628.453072,11621.233289
4139.480477,306.438199,-148.041188,11177.109724
4139.480792,1149.143247,1036.288319,9844.739029
4139.481107,919.314598,2442.679609,8882.471304
4139.481422,919.314598,3330.926739,7179.997637
4139.481738,689.485948,2368.659014,7254.018232
4139.482053,1532.190996,1258.350101,8142.265362
4139.482368,842.705048,518.144159,8142.265362
4139.482684,0.000000,-148.041188,10288.862594
