#time,accel_x,accel_y,accel_z
3241.954360,153.219100,-0.000000,9400.615463
3241.954673,76.609550,-0.000000,9474.636058
3241.954986,306.438199,-0.000000,9622.677246
3241.955300,383.047749,-74.020594,9622.677246
3241.955613,383.047749,-148.041188,9696.697840
3241.955927,-153.219100,-148.041188,9770.718434
3241.956240,459.657299,-0.000000,9474.636058
3241.956553,306.438199,-0.000000,9474.636058
3241.956867,306.438199,-0.000000,9696.697840
3241.957180,153.219100,-0.000000,9770.718434
3241.957493,229.828649,296.082377,9548.656652
3241.957807,76.609550,370.102971,9548.656652
3241.958120,306.438199,-0.000000,9400.615463
3241.958434,229.828649,-0.000000,9770.718434
3241.958747,76.609550,-0.000000,9992.780217
3241.959060,0.000000,222.061783,9770.718434
3241.959374,76.609550,222.061783,9548.656652
3241.959687,76.609550,222.061783,9770.718434
3241.960001,0.000000,-0.000000,9252.574275
3241.960314,-153.219100,-0.000000,9992.780217
3241.960627,0.000000,222.061783,9474.636058
3241.960941,153.219100,148.041188,9622.677246
3241.961254,0.000000,-0.000000,9992.780217
3241.961568,0.000000,222.061783,9622.677246
3241.961881,0.000000,296.082377,10140.821405
3241.962194,0.000000,222.061783,9474.636058
3241.962508,76.609550,-0.000000,9474.636058
3241.962821,0.000000,-0.000000,9104.533087
3241.963135,306.438199,-0.000000,9474.636058
3241.963448,0.000000,518.144159,9918.759623
3241.963761,0.000000,-0.000000,9622.677246
3241.964075,229.828649,74.020594,9400.615463
3241.964388,0.000000,-0.000000,9548.656652
3241.964702,76.609550,-0.000000,9474.636058
3241.965015,689.485948,-74.020594,9918.759623
3241.965328,153.219100,-0.000000,9474.636058
3241.965642,459.657299,222.061783,9548.656652
3241.965955,459.657299,148.041188,9400.615463
3241.966268,306.438199,-74.020594,9474.636058
3241.966582,0.000000,-74.020594,9696.697840
3241.966895,0.000000,-74.020594,9474.636058
3241.967209,76.609550,-0.000000,9622.677246
3241.967522,229.828649,-0.000000,9622.677246
3241.967835,383.047749,222.061783,9696.697840
3241.968149,-153.219100,-296.082377,9622.677246
3241.968462,383.047749,518.144159,9474.636058
3241.968776,0.000000,-74.020594,9474.636058
3241.969089,0.000000,-0.000000,9474.636058
3241.969402,153.219100,518.144159,10066.800811
3241.969716,0.000000,592.164754,10140.821405
3241.970029,76.609550,-0.000000,9474.636058
3241.970343,153.219100,444.123565,9474.636058
3241.970656,153.219100,-0.000000,9548.656652
3241.970969,76.609550,-74.020594,9548.656652
3241.971283,0.000000,222.061783,9844.739029
3241.971596,0.000000,296.082377,9548.656652
3241.971910,0.000000,370.102971,9178.553681
3241.972223,0.000000,814.226536,9622.677246
3241.972536,0.000000,-0.000000,9844.739029
3241.972850,0.000000,-0.000000,9622.677246
3241.973163,76.609550,-0.000000,9400.615463
3241.973477,76.609550,222.061783,9400.615463
3241.973790,229.828649,222.061783,9992.780217
3241.974103,0.000000,296.082377,9326.594869
3241.974417,76.609550,222.061783,9474.636058
3241.974730,229.828649,370.102971,9622.677246
3241.975043,306.438199,-0.000000,9326.594869
3241.975357,306.438199,-0.000000,9474.636058
3241.975670,0.000000,-222.061783,9474.636058
3241.975984,0.000000,-0.000000,9548.656652
3241.976297,0.000000,222.061783,9326.594869
3241.976610,229.828649,444.123565,9400.615463
3241.976924,76.609550,-0.000000,9770.718434
3241.977237,153.219100,-0.000000,9622.677246
3241.977551,0.000000,-0.000000,9548.656652
3241.977864,0.000000,-0.000000,9548.656652
3241.978177,306.438199,-0.000000,9474.636058
3241.978491,153.219100,222.061783,9844.739029
3241.978804,689.485948,-0.000000,9770.718434
3241.979118,153.219100,-0.000000,9844.739029
3241.979431,383.047749,296.082377,9474.636058
3241.979744,76.609550,148.041188,9696.697840
3241.980058,153.219100,-0.000000,9696.697840
3241.980371,76.609550,444.123565,9918.759623
3241.980685,0.000000,-0.000000,9844.739029
3241.980998,76.609550,222.061783,9474.636058
3241.981311,306.438199,-0.000000,9918.759623
3241.981625,153.219100,-0.000000,9548.656652
3241.981938,0.000000,518.144159,9770.718434
3241.982252,0.000000,-0.000000,9474.636058
3241.982565,76.609550,-0.000000,9622.677246
3241.982878,0.000000,-0.000000,9918.759623
3241.983192,0.000000,296.082377,9548.656652
3241.983505,0.000000,-0.000000,9474.636058
3241.983819,0.000000,-0.000000,9474.636058
3241.984132,76.609550,-0.000000,9400.615463
3241.984445,0.000000,-0.000000,9326.594869
3241.984759,153.219100,-0.000000,9474.636058
3241.985072,0.000000,444.123565,9474.636058
3241.985385,0.000000,222.061783,9178.553681
3241.985699,0.000000,148.041188,9474.636058
3241.986012,153.219100,-0.000000,9474.636058
3241.986326,0.000000,222.061783,9548.656652
3241.986639,766.095498,296.082377,9548.656652
3241.986952,229.828649,74.020594,9474.636058
3241.987266,229.828649,370.102971,9770.718434
3241.987579,153.219100,-0.000000,9474.636058
3241.987893,153.219100,-74.020594,9548.656652
3241.988206,153.219100,-222.061783,9770.718434
3241.988519,229.828649,-0.000000,9474.636058
3241.988833,229.828649,-0.000000,9622.677246
3241.989146,229.828649,-74.020594,9548.656652
3241.989460,0.000000,-0.000000,9918.759623
3241.989773,919.314598,-296.082377,9252.574275
3241.990086,153.219100,296.082377,9252.574275
3241.990400,459.657299,-148.041188,9992.780217
3241.990713,383.047749,-0.000000,9696.697840
3241.991027,153.219100,222.061783,9918.759623
3241.991340,0.000000,518.144159,10066.800811
3241.991653,153.219100,148.041188,10214.842000
3241.991967,153.219100,444.123565,9770.718434
3241.992280,76.609550,-0.000000,9474.636058
